a    b     c      brian constant
9    32    35     1.503048082289126
9    32    36     1.503048082289099
9    32    37     1.503048082289109
9    32    38     1.503048082289106
9    32    39     1.503048082289109
9    32    40     1.503048082289106
9    33    30     1.503048082288132
9    33    31     1.503048082289958
9    33    32     1.503048082289179
9    33    33     1.503048082289512
9    33    34     1.503048082289371
9    33    35     1.503048082289429
9    33    36     1.503048082289406
9    33    37     1.503048082289415
9    33    38     1.503048082289411
9    33    39     1.503048082289413
9    33    40     1.503048082289412
9    34    30     1.503048082287995
9    34    31     1.503048082289821
9    34    32     1.50304808228904
9    34    33     1.503048082289373
9    34    34     1.503048082289233
9    34    35     1.503048082289292
9    34    36     1.503048082289268
9    34    37     1.503048082289279
9    34    38     1.503048082289274
9    34    39     1.503048082289276
9    34    40     1.503048082289274
9    35    30     1.503048082288053
9    35    31     1.503048082289883
9    35    32     1.503048082289099
9    35    33     1.503048082289435
9    35    34     1.503048082289292
9    35    35     1.503048082289351
9    35    36     1.503048082289326
9    35    37     1.503048082289338
9    35    38     1.503048082289332
9    35    39     1.503048082289334
9    35    40     1.503048082289334
9    36    30     1.503048082288027
9    36    31     1.503048082289856
9    36    32     1.503048082289073
9    36    33     1.503048082289409
9    36    34     1.503048082289265
9    36    35     1.503048082289326
9    36    36     1.503048082289301
9    36    37     1.503048082289311
9    36    38     1.503048082289308
9    36    39     1.503048082289309
9    36    40     1.503048082289308
9    37    30     1.503048082288039
9    37    31     1.503048082289867
9    37    32     1.503048082289083
9    37    33     1.50304808228942
9    37    34     1.503048082289276
9    37    35     1.503048082289337
9    37    36     1.503048082289312
9    37    37     1.503048082289323
9    37    38     1.503048082289317
9    37    39     1.50304808228932
9    37    40     1.503048082289319
9    38    30     1.503048082288035
9    38    31     1.503048082289864
9    38    32     1.503048082289081
9    38    33     1.503048082289416
9    38    34     1.503048082289274
9    38    35     1.503048082289334
9    38    36     1.503048082289308
9    38    37     1.50304808228932
9    38    38     1.503048082289314
9    38    39     1.503048082289316
9    38    40     1.503048082289315
9    39    30     1.503048082288036
9    39    31     1.503048082289865
9    39    32     1.503048082289083
9    39    33     1.503048082289416
9    39    34     1.503048082289273
9    39    35     1.503048082289334
9    39    36     1.503048082289308
9    39    37     1.50304808228932
9    39    38     1.503048082289315
9    39    39     1.503048082289316
9    39    40     1.503048082289315
9    40    30     1.503048082288035
9    40    31     1.503048082289864
9    40    32     1.503048082289083
9    40    33     1.503048082289418
9    40    34     1.503048082289272
9    40    35     1.503048082289334
9    40    36     1.503048082289309
9    40    37     1.503048082289319
9    40    38     1.503048082289316
9    40    39     1.503048082289318
9    40    40     1.503048082289316
10    30    30     1.503048082477654
10    30    31     1.503048082486502
10    30    32     1.50304808248237
10    30    33     1.5030480824843
10    30    34     1.503048082483398
10    30    35     1.503048082483822
10    30    36     1.503048082483623
10    30    37     1.503048082483716
10    30    38     1.503048082483673
10    30    39     1.503048082483695
10    30    40     1.503048082483686
10    31    30     1.503048082477886
10    31    31     1.503048082486734
10    31    32     1.503048082482602
10    31    33     1.503048082484532
10    31    34     1.50304808248363
10    31    35     1.503048082484053
10    31    36     1.503048082483853
10    31    37     1.503048082483945
10    31    38     1.503048082483901
10    31    39     1.503048082483923
10    31    40     1.503048082483911
10    32    30     1.503048082477787
10    32    31     1.503048082486634
10    32    32     1.503048082482504
10    32    33     1.503048082484432
10    32    34     1.503048082483531
10    32    35     1.503048082483952
10    32    36     1.503048082483756
10    32    37     1.503048082483847
10    32    38     1.503048082483804
10    32    39     1.503048082483827
10    32    40     1.503048082483818
10    33    30     1.503048082477828
10    33    31     1.503048082486673
10    33    32     1.503048082482542
10    33    33     1.503048082484472
10    33    34     1.503048082483573
10    33    35     1.503048082483993
10    33    36     1.503048082483796
10    33    37     1.503048082483887
10    33    38     1.503048082483845
10    33    39     1.503048082483863
10    33    40     1.503048082483853
10    34    30     1.503048082477811
10    34    31     1.503048082486661
10    34    32     1.503048082482528
10    34    33     1.503048082484457
10    34    34     1.503048082483556
10    34    35     1.503048082483977
10    34    36     1.503048082483781
10    34    37     1.503048082483873
10    34    38     1.503048082483831
10    34    39     1.503048082483851
10    34    40     1.503048082483839
10    35    30     1.50304808247782
10    35    31     1.503048082486667
10    35    32     1.503048082482537
10    35    33     1.503048082484466
10    35    34     1.503048082483566
10    35    35     1.503048082483986
10    35    36     1.503048082483789
10    35    37     1.503048082483881
10    35    38     1.503048082483839
10    35    39     1.503048082483859
10    35    40     1.503048082483851
10    36    30     1.503048082477811
10    36    31     1.503048082486657
10    36    32     1.503048082482528
10    36    33     1.503048082484457
10    36    34     1.503048082483555
10    36    35     1.503048082483977
10    36    36     1.503048082483781
10    36    37     1.503048082483872
10    36    38     1.503048082483829
10    36    39     1.503048082483848
10    36    40     1.503048082483839
10    37    30     1.50304808247782
10    37    31     1.503048082486666
10    37    32     1.503048082482533
10    37    33     1.503048082484463
10    37    34     1.503048082483562
10    37    35     1.503048082483983
10    37    36     1.503048082483784
10    37    37     1.503048082483878
10    37    38     1.503048082483835
10    37    39     1.503048082483853
10    37    40     1.503048082483844
10    38    30     1.503048082477817
10    38    31     1.503048082486667
10    38    32     1.503048082482537
10    38    33     1.503048082484464
10    38    34     1.503048082483562
10    38    35     1.503048082483985
10    38    36     1.503048082483788
10    38    37     1.503048082483879
10    38    38     1.503048082483839
10    38    39     1.503048082483856
10    38    40     1.503048082483847
10    39    30     1.503048082477813
10    39    31     1.503048082486662
10    39    32     1.503048082482531
10    39    33     1.503048082484461
10    39    34     1.503048082483559
10    39    35     1.503048082483981
10    39    36     1.503048082483784
10    39    37     1.503048082483874
10    39    38     1.503048082483835
10    39    39     1.503048082483851
10    39    40     1.503048082483843
10    40    30     1.503048082477819
10    40    31     1.503048082486667
10    40    32     1.503048082482535
10    40    33     1.503048082484465
10    40    34     1.503048082483561
10    40    35     1.503048082483984
10    40    36     1.503048082483788
10    40    37     1.503048082483878
10    40    38     1.503048082483837
10    40    39     1.503048082483855
10    40    40     1.503048082483845
11    30    30     1.503048082469378
11    30    31     1.503048082472452
11    30    32     1.503048082471101
11    30    33     1.503048082471694
11    30    34     1.503048082471435
11    30    35     1.503048082471548
11    30    36     1.5030480824715
11    30    37     1.503048082471521
11    30    38     1.503048082471508
11    30    39     1.503048082471514
11    30    40     1.503048082471514
11    31    30     1.50304808247063
11    31    31     1.503048082473704
11    31    32     1.503048082472355
11    31    33     1.503048082472946
11    31    34     1.50304808247269
11    31    35     1.503048082472801
11    31    36     1.503048082472751
11    31    37     1.503048082472775
11    31    38     1.503048082472764
11    31    39     1.503048082472769
11    31    40     1.503048082472766
11    32    30     1.503048082470043
11    32    31     1.503048082473114
11    32    32     1.503048082471768
11    32    33     1.503048082472359
11    32    34     1.5030480824721
11    32    35     1.503048082472212
11    32    36     1.503048082472162
11    32    37     1.503048082472186
11    32    38     1.503048082472175
11    32    39     1.50304808247218
11    32    40     1.503048082472179
11    33    30     1.503048082470321
11    33    31     1.503048082473393
11    33    32     1.503048082472042
11    33    33     1.503048082472636
11    33    34     1.503048082472376
11    33    35     1.503048082472491
11    33    36     1.503048082472441
11    33    37     1.503048082472463
11    33    38     1.503048082472453
11    33    39     1.503048082472456
11    33    40     1.503048082472457
11    34    30     1.503048082470194
11    34    31     1.503048082473269
11    34    32     1.503048082471916
11    34    33     1.503048082472511
11    34    34     1.503048082472249
11    34    35     1.503048082472362
11    34    36     1.503048082472313
11    34    37     1.503048082472332
11    34    38     1.503048082472325
11    34    39     1.503048082472327
11    34    40     1.503048082472329
11    35    30     1.503048082470246
11    35    31     1.503048082473321
11    35    32     1.503048082471968
11    35    33     1.503048082472565
11    35    34     1.503048082472302
11    35    35     1.503048082472416
11    35    36     1.503048082472368
11    35    37     1.503048082472391
11    35    38     1.503048082472379
11    35    39     1.503048082472383
11    35    40     1.503048082472382
11    36    30     1.503048082470223
11    36    31     1.503048082473299
11    36    32     1.503048082471946
11    36    33     1.503048082472541
11    36    34     1.50304808247228
11    36    35     1.503048082472395
11    36    36     1.503048082472341
11    36    37     1.503048082472369
11    36    38     1.503048082472355
11    36    39     1.503048082472359
11    36    40     1.50304808247236
11    37    30     1.503048082470236
11    37    31     1.503048082473309
11    37    32     1.503048082471961
11    37    33     1.503048082472551
11    37    34     1.503048082472292
11    37    35     1.503048082472408
11    37    36     1.503048082472353
11    37    37     1.503048082472378
11    37    38     1.503048082472368
11    37    39     1.50304808247237
11    37    40     1.503048082472368
11    38    30     1.503048082470225
11    38    31     1.503048082473299
11    38    32     1.503048082471952
11    38    33     1.503048082472542
11    38    34     1.50304808247228
11    38    35     1.503048082472397
11    38    36     1.503048082472348
11    38    37     1.50304808247237
11    38    38     1.50304808247236
11    38    39     1.503048082472363
11    38    40     1.503048082472363
11    39    30     1.503048082470236
11    39    31     1.503048082473309
11    39    32     1.503048082471958
11    39    33     1.503048082472553
11    39    34     1.50304808247229
11    39    35     1.503048082472406
11    39    36     1.503048082472353
11    39    37     1.503048082472376
11    39    38     1.50304808247237
11    39    39     1.503048082472372
11    39    40     1.503048082472373
11    40    30     1.503048082470229
11    40    31     1.503048082473305
11    40    32     1.503048082471955
11    40    33     1.503048082472549
11    40    34     1.503048082472287
11    40    35     1.503048082472402
11    40    36     1.503048082472351
11    40    37     1.503048082472373
11    40    38     1.503048082472362
11    40    39     1.503048082472367
11    40    40     1.503048082472367
12    30    30     1.503048082469719
12    30    31     1.503048082477399
12    30    32     1.503048082473808
12    30    33     1.50304808247549
12    30    34     1.503048082474704
12    30    35     1.50304808247507
12    30    36     1.503048082474899
12    30    37     1.503048082474979
12    30    38     1.503048082474943
12    30    39     1.503048082474957
12    30    40     1.503048082474951
12    31    30     1.503048082470123
12    31    31     1.503048082477803
12    31    32     1.503048082474213
12    31    33     1.503048082475894
12    31    34     1.503048082475108
12    31    35     1.503048082475473
12    31    36     1.503048082475304
12    31    37     1.503048082475382
12    31    38     1.503048082475346
12    31    39     1.503048082475364
12    31    40     1.503048082475354
12    32    30     1.503048082469945
12    32    31     1.503048082477624
12    32    32     1.503048082474032
12    32    33     1.503048082475712
12    32    34     1.503048082474929
12    32    35     1.503048082475292
12    32    36     1.503048082475123
12    32    37     1.503048082475203
12    32    38     1.503048082475166
12    32    39     1.503048082475184
12    32    40     1.503048082475175
12    33    30     1.503048082470024
12    33    31     1.503048082477708
12    33    32     1.503048082474116
12    33    33     1.503048082475795
12    33    34     1.503048082475012
12    33    35     1.503048082475378
12    33    36     1.503048082475207
12    33    37     1.503048082475283
12    33    38     1.503048082475247
12    33    39     1.503048082475261
12    33    40     1.503048082475257
12    34    30     1.503048082469988
12    34    31     1.503048082477672
12    34    32     1.503048082474077
12    34    33     1.503048082475757
12    34    34     1.503048082474971
12    34    35     1.503048082475342
12    34    36     1.50304808247517
12    34    37     1.503048082475249
12    34    38     1.503048082475216
12    34    39     1.503048082475228
12    34    40     1.503048082475224
12    35    30     1.503048082470005
12    35    31     1.503048082477689
12    35    32     1.503048082474096
12    35    33     1.503048082475778
12    35    34     1.503048082474987
12    35    35     1.503048082475358
12    35    36     1.503048082475184
12    35    37     1.503048082475264
12    35    38     1.503048082475227
12    35    39     1.503048082475243
12    35    40     1.503048082475239
12    36    30     1.503048082469997
12    36    31     1.503048082477678
12    36    32     1.503048082474084
12    36    33     1.503048082475767
12    36    34     1.503048082474979
12    36    35     1.50304808247535
12    36    36     1.503048082475175
12    36    37     1.503048082475257
12    36    38     1.50304808247522
12    36    39     1.503048082475238
12    36    40     1.503048082475227
12    37    30     1.503048082469999
12    37    31     1.503048082477681
12    37    32     1.503048082474088
12    37    33     1.503048082475768
12    37    34     1.503048082474982
12    37    35     1.503048082475349
12    37    36     1.503048082475179
12    37    37     1.503048082475258
12    37    38     1.503048082475223
12    37    39     1.503048082475238
12    37    40     1.503048082475233
12    38    30     1.503048082469998
12    38    31     1.503048082477681
12    38    32     1.503048082474087
12    38    33     1.503048082475769
12    38    34     1.503048082474984
12    38    35     1.503048082475348
12    38    36     1.503048082475178
12    38    37     1.503048082475256
12    38    38     1.503048082475221
12    38    39     1.503048082475239
12    38    40     1.503048082475231
12    39    30     1.503048082470002
12    39    31     1.503048082477687
12    39    32     1.503048082474092
12    39    33     1.503048082475774
12    39    34     1.503048082474986
12    39    35     1.503048082475355
12    39    36     1.503048082475182
12    39    37     1.503048082475263
12    39    38     1.503048082475223
12    39    39     1.503048082475246
12    39    40     1.503048082475235
12    40    30     1.503048082469999
12    40    31     1.503048082477683
12    40    32     1.50304808247409
12    40    33     1.503048082475775
12    40    34     1.503048082474986
12    40    35     1.503048082475352
12    40    36     1.503048082475181
12    40    37     1.503048082475262
12    40    38     1.503048082475223
12    40    39     1.503048082475244
12    40    40     1.503048082475233
13    30    30     1.503048082471683
13    30    31     1.503048082475786
13    30    32     1.503048082473954
13    30    33     1.503048082474768
13    30    34     1.503048082474405
13    30    35     1.503048082474564
13    30    36     1.503048082474496
13    30    37     1.503048082474528
13    30    38     1.503048082474515
13    30    39     1.50304808247452
13    30    40     1.503048082474517
13    31    30     1.503048082472773
13    31    31     1.503048082476879
13    31    32     1.503048082475049
13    31    33     1.503048082475861
13    31    34     1.503048082475502
13    31    35     1.503048082475659
13    31    36     1.503048082475588
13    31    37     1.503048082475623
13    31    38     1.503048082475608
13    31    39     1.503048082475615
13    31    40     1.503048082475608
13    32    30     1.503048082472261
13    32    31     1.503048082476368
13    32    32     1.503048082474539
13    32    33     1.503048082475353
13    32    34     1.503048082474991
13    32    35     1.50304808247515
13    32    36     1.503048082475074
13    32    37     1.503048082475111
13    32    38     1.503048082475095
13    32    39     1.503048082475107
13    32    40     1.503048082475099
13    33    30     1.503048082472497
13    33    31     1.503048082476605
13    33    32     1.503048082474771
13    33    33     1.50304808247559
13    33    34     1.503048082475225
13    33    35     1.503048082475389
13    33    36     1.503048082475318
13    33    37     1.503048082475347
13    33    38     1.503048082475333
13    33    39     1.50304808247534
13    33    40     1.503048082475338
13    34    30     1.503048082472383
13    34    31     1.503048082476492
13    34    32     1.503048082474657
13    34    33     1.503048082475477
13    34    34     1.503048082475112
13    34    35     1.503048082475272
13    34    36     1.5030480824752
13    34    37     1.503048082475234
13    34    38     1.503048082475221
13    34    39     1.503048082475225
13    34    40     1.503048082475224
13    35    30     1.503048082472439
13    35    31     1.50304808247655
13    35    32     1.503048082474715
13    35    33     1.503048082475529
13    35    34     1.503048082475164
13    35    35     1.503048082475332
13    35    36     1.503048082475254
13    35    37     1.503048082475283
13    35    38     1.503048082475273
13    35    39     1.503048082475277
13    35    40     1.503048082475277
13    36    30     1.503048082472417
13    36    31     1.503048082476523
13    36    32     1.503048082474693
13    36    33     1.50304808247551
13    36    34     1.503048082475145
13    36    35     1.503048082475308
13    36    36     1.503048082475237
13    36    37     1.503048082475269
13    36    38     1.503048082475256
13    36    39     1.503048082475259
13    36    40     1.50304808247526
13    37    30     1.50304808247243
13    37    31     1.503048082476538
13    37    32     1.5030480824747
13    37    33     1.503048082475518
13    37    34     1.503048082475157
13    37    35     1.503048082475318
13    37    36     1.503048082475243
13    37    37     1.503048082475275
13    37    38     1.503048082475263
13    37    39     1.503048082475268
13    37    40     1.503048082475267
13    38    30     1.503048082472414
13    38    31     1.503048082476526
13    38    32     1.503048082474691
13    38    33     1.503048082475507
13    38    34     1.503048082475143
13    38    35     1.503048082475306
13    38    36     1.503048082475234
13    38    37     1.503048082475265
13    38    38     1.503048082475251
13    38    39     1.50304808247526
13    38    40     1.503048082475255
13    39    30     1.503048082472423
13    39    31     1.50304808247653
13    39    32     1.503048082474697
13    39    33     1.503048082475516
13    39    34     1.503048082475153
13    39    35     1.503048082475314
13    39    36     1.503048082475241
13    39    37     1.503048082475275
13    39    38     1.503048082475256
13    39    39     1.503048082475266
13    39    40     1.503048082475261
13    40    30     1.503048082472425
13    40    31     1.503048082476534
13    40    32     1.503048082474697
13    40    33     1.503048082475513
13    40    34     1.503048082475148
13    40    35     1.503048082475312
13    40    36     1.503048082475238
13    40    37     1.503048082475274
13    40    38     1.503048082475255
13    40    39     1.503048082475263
13    40    40     1.50304808247526
14    30    30     1.503048082470299
14    30    31     1.503048082477112
14    30    32     1.503048082473929
14    30    33     1.503048082475413
14    30    34     1.503048082474721
14    30    35     1.503048082475045
14    30    36     1.503048082474892
14    30    37     1.503048082474963
14    30    38     1.503048082474931
14    30    39     1.503048082474952
14    30    40     1.50304808247494
14    31    30     1.503048082470851
14    31    31     1.503048082477665
14    31    32     1.503048082474486
14    31    33     1.503048082475971
14    31    34     1.503048082475273
14    31    35     1.5030480824756
14    31    36     1.503048082475449
14    31    37     1.503048082475522
14    31    38     1.503048082475486
14    31    39     1.503048082475503
14    31    40     1.503048082475489
14    32    30     1.503048082470601
14    32    31     1.50304808247741
14    32    32     1.503048082474237
14    32    33     1.503048082475719
14    32    34     1.503048082475027
14    32    35     1.503048082475352
14    32    36     1.503048082475199
14    32    37     1.503048082475269
14    32    38     1.503048082475236
14    32    39     1.503048082475252
14    32    40     1.503048082475251
14    33    30     1.503048082470717
14    33    31     1.503048082477523
14    33    32     1.503048082474352
14    33    33     1.503048082475833
14    33    34     1.503048082475137
14    33    35     1.503048082475462
14    33    36     1.503048082475308
14    33    37     1.503048082475381
14    33    38     1.503048082475351
14    33    39     1.503048082475363
14    33    40     1.503048082475356
14    34    30     1.503048082470668
14    34    31     1.503048082477475
14    34    32     1.503048082474298
14    34    33     1.503048082475783
14    34    34     1.503048082475086
14    34    35     1.503048082475415
14    34    36     1.503048082475262
14    34    37     1.503048082475327
14    34    38     1.503048082475298
14    34    39     1.50304808247532
14    34    40     1.503048082475309
14    35    30     1.503048082470684
14    35    31     1.503048082477493
14    35    32     1.503048082474318
14    35    33     1.503048082475806
14    35    34     1.503048082475109
14    35    35     1.50304808247543
14    35    36     1.503048082475286
14    35    37     1.503048082475352
14    35    38     1.503048082475317
14    35    39     1.503048082475332
14    35    40     1.503048082475328
14    36    30     1.503048082470671
14    36    31     1.503048082477485
14    36    32     1.503048082474308
14    36    33     1.503048082475793
14    36    34     1.5030480824751
14    36    35     1.503048082475419
14    36    36     1.503048082475268
14    36    37     1.50304808247534
14    36    38     1.503048082475309
14    36    39     1.50304808247532
14    36    40     1.503048082475317
14    37    30     1.503048082470679
14    37    31     1.503048082477488
14    37    32     1.503048082474312
14    37    33     1.503048082475797
14    37    34     1.503048082475102
14    37    35     1.503048082475424
14    37    36     1.503048082475273
14    37    37     1.503048082475349
14    37    38     1.503048082475313
14    37    39     1.503048082475332
14    37    40     1.503048082475324
14    38    30     1.503048082470675
14    38    31     1.503048082477485
14    38    32     1.503048082474309
14    38    33     1.503048082475796
14    38    34     1.503048082475104
14    38    35     1.50304808247543
14    38    36     1.503048082475271
14    38    37     1.503048082475346
14    38    38     1.50304808247531
14    38    39     1.503048082475322
14    38    40     1.503048082475316
14    39    30     1.503048082470681
14    39    31     1.503048082477493
14    39    32     1.503048082474314
14    39    33     1.503048082475798
14    39    34     1.503048082475102
14    39    35     1.503048082475429
14    39    36     1.503048082475279
14    39    37     1.503048082475348
14    39    38     1.503048082475316
14    39    39     1.503048082475329
14    39    40     1.503048082475318
14    40    30     1.503048082470678
14    40    31     1.503048082477488
14    40    32     1.503048082474311
14    40    33     1.503048082475797
14    40    34     1.503048082475099
14    40    35     1.50304808247542
14    40    36     1.50304808247527
14    40    37     1.503048082475344
14    40    38     1.503048082475314
14    40    39     1.503048082475331
14    40    40     1.50304808247532
15    30    30     1.503048082471352
15    30    31     1.503048082476167
15    30    32     1.503048082473992
15    30    33     1.503048082474982
15    30    34     1.503048082474528
15    30    35     1.503048082474733
15    30    36     1.503048082474639
15    30    37     1.503048082474679
15    30    38     1.50304808247467
15    30    39     1.503048082474671
15    30    40     1.503048082474663
15    31    30     1.503048082472325
15    31    31     1.503048082477136
15    31    32     1.503048082474963
15    31    33     1.503048082475946
15    31    34     1.503048082475501
15    31    35     1.503048082475705
15    31    36     1.503048082475612
15    31    37     1.503048082475645
15    31    38     1.503048082475638
15    31    39     1.503048082475641
15    31    40     1.503048082475634
15    32    30     1.503048082471879
15    32    31     1.503048082476687
15    32    32     1.503048082474514
15    32    33     1.503048082475504
15    32    34     1.50304808247505
15    32    35     1.503048082475251
15    32    36     1.503048082475171
15    32    37     1.503048082475203
15    32    38     1.50304808247519
15    32    39     1.503048082475199
15    32    40     1.50304808247519
15    33    30     1.503048082472084
15    33    31     1.503048082476886
15    33    32     1.503048082474714
15    33    33     1.503048082475701
15    33    34     1.503048082475254
15    33    35     1.503048082475453
15    33    36     1.503048082475362
15    33    37     1.503048082475401
15    33    38     1.503048082475384
15    33    39     1.503048082475393
15    33    40     1.503048082475394
15    34    30     1.503048082471995
15    34    31     1.503048082476797
15    34    32     1.503048082474622
15    34    33     1.503048082475607
15    34    34     1.503048082475162
15    34    35     1.503048082475365
15    34    36     1.503048082475278
15    34    37     1.503048082475315
15    34    38     1.503048082475295
15    34    39     1.503048082475304
15    34    40     1.5030480824753
15    35    30     1.503048082472031
15    35    31     1.503048082476841
15    35    32     1.503048082474671
15    35    33     1.503048082475649
15    35    34     1.503048082475199
15    35    35     1.503048082475402
15    35    36     1.503048082475312
15    35    37     1.503048082475352
15    35    38     1.503048082475335
15    35    39     1.503048082475348
15    35    40     1.503048082475343
15    36    30     1.50304808247201
15    36    31     1.503048082476823
15    36    32     1.503048082474642
15    36    33     1.503048082475638
15    36    34     1.50304808247519
15    36    35     1.50304808247539
15    36    36     1.503048082475304
15    36    37     1.503048082475342
15    36    38     1.50304808247532
15    36    39     1.503048082475324
15    36    40     1.503048082475331
15    37    30     1.503048082472019
15    37    31     1.503048082476841
15    37    32     1.50304808247466
15    37    33     1.503048082475642
15    37    34     1.503048082475201
15    37    35     1.503048082475396
15    37    36     1.503048082475305
15    37    37     1.50304808247535
15    37    38     1.503048082475332
15    37    39     1.503048082475337
15    37    40     1.503048082475331
15    38    30     1.503048082472003
15    38    31     1.503048082476817
15    38    32     1.503048082474643
15    38    33     1.503048082475629
15    38    34     1.503048082475184
15    38    35     1.503048082475382
15    38    36     1.503048082475287
15    38    37     1.503048082475335
15    38    38     1.503048082475318
15    38    39     1.503048082475327
15    38    40     1.503048082475321
15    39    30     1.503048082472019
15    39    31     1.503048082476832
15    39    32     1.503048082474655
15    39    33     1.503048082475638
15    39    34     1.503048082475196
15    39    35     1.503048082475396
15    39    36     1.503048082475302
15    39    37     1.503048082475346
15    39    38     1.503048082475327
15    39    39     1.503048082475339
15    39    40     1.503048082475333
15    40    30     1.503048082472019
15    40    31     1.503048082476826
15    40    32     1.503048082474655
15    40    33     1.503048082475637
15    40    34     1.503048082475193
15    40    35     1.503048082475392
15    40    36     1.503048082475303
15    40    37     1.503048082475347
15    40    38     1.503048082475321
15    40    39     1.503048082475332
15    40    40     1.503048082475334
16    30    30     1.503048082470598
16    30    31     1.503048082476862
16    30    32     1.503048082473954
16    30    33     1.503048082475307
16    30    34     1.50304808247468
16    30    35     1.503048082474972
16    30    36     1.503048082474838
16    30    37     1.503048082474906
16    30    38     1.503048082474865
16    30    39     1.503048082474885
16    30    40     1.503048082474873
16    31    30     1.503048082471261
16    31    31     1.503048082477519
16    31    32     1.503048082474612
16    31    33     1.503048082475965
16    31    34     1.503048082475338
16    31    35     1.50304808247563
16    31    36     1.503048082475489
16    31    37     1.503048082475554
16    31    38     1.50304808247552
16    31    39     1.503048082475544
16    31    40     1.50304808247553
16    32    30     1.503048082470972
16    32    31     1.503048082477225
16    32    32     1.503048082474314
16    32    33     1.503048082475659
16    32    34     1.503048082475039
16    32    35     1.503048082475332
16    32    36     1.503048082475196
16    32    37     1.503048082475261
16    32    38     1.503048082475224
16    32    39     1.503048082475247
16    32    40     1.503048082475247
16    33    30     1.503048082471096
16    33    31     1.503048082477363
16    33    32     1.503048082474453
16    33    33     1.503048082475801
16    33    34     1.503048082475178
16    33    35     1.503048082475472
16    33    36     1.503048082475328
16    33    37     1.503048082475394
16    33    38     1.503048082475363
16    33    39     1.50304808247538
16    33    40     1.503048082475378
16    34    30     1.503048082471042
16    34    31     1.503048082477307
16    34    32     1.503048082474391
16    34    33     1.503048082475748
16    34    34     1.503048082475118
16    34    35     1.503048082475411
16    34    36     1.503048082475277
16    34    37     1.503048082475343
16    34    38     1.503048082475296
16    34    39     1.50304808247532
16    34    40     1.503048082475314
16    35    30     1.503048082471058
16    35    31     1.503048082477318
16    35    32     1.503048082474406
16    35    33     1.503048082475758
16    35    34     1.503048082475132
16    35    35     1.503048082475426
16    35    36     1.503048082475288
16    35    37     1.503048082475357
16    35    38     1.503048082475326
16    35    39     1.503048082475335
16    35    40     1.503048082475323
16    36    30     1.503048082471063
16    36    31     1.503048082477311
16    36    32     1.503048082474409
16    36    33     1.503048082475761
16    36    34     1.503048082475133
16    36    35     1.503048082475422
16    36    36     1.503048082475285
16    36    37     1.503048082475349
16    36    38     1.503048082475321
16    36    39     1.503048082475343
16    36    40     1.503048082475334
16    37    30     1.503048082471061
16    37    31     1.503048082477313
16    37    32     1.503048082474412
16    37    33     1.503048082475753
16    37    34     1.503048082475132
16    37    35     1.503048082475426
16    37    36     1.503048082475291
16    37    37     1.503048082475353
16    37    38     1.503048082475322
16    37    39     1.503048082475335
16    37    40     1.503048082475337
16    38    30     1.503048082471066
16    38    31     1.503048082477319
16    38    32     1.503048082474414
16    38    33     1.503048082475769
16    38    34     1.503048082475138
16    38    35     1.503048082475426
16    38    36     1.503048082475295
16    38    37     1.503048082475361
16    38    38     1.503048082475325
16    38    39     1.503048082475341
16    38    40     1.503048082475334
16    39    30     1.503048082471054
16    39    31     1.503048082477312
16    39    32     1.503048082474401
16    39    33     1.503048082475757
16    39    34     1.503048082475123
16    39    35     1.503048082475414
16    39    36     1.503048082475275
16    39    37     1.503048082475341
16    39    38     1.503048082475306
16    39    39     1.503048082475324
16    39    40     1.503048082475321
16    40    30     1.50304808247107
16    40    31     1.503048082477319
16    40    32     1.503048082474417
16    40    33     1.503048082475771
16    40    34     1.503048082475139
16    40    35     1.503048082475431
16    40    36     1.503048082475296
16    40    37     1.503048082475364
16    40    38     1.50304808247534
16    40    39     1.503048082475351
16    40    40     1.503048082475338
17    30    30     1.503048082471137
17    30    31     1.50304808247637
17    30    32     1.503048082473978
17    30    33     1.503048082475071
17    30    34     1.503048082474578
17    30    35     1.50304808247481
17    30    36     1.503048082474708
17    30    37     1.503048082474744
17    30    38     1.503048082474722
17    30    39     1.50304808247473
17    30    40     1.50304808247474
17    31    30     1.503048082472016
17    31    31     1.503048082477263
17    31    32     1.503048082474873
17    31    33     1.503048082475954
17    31    34     1.503048082475457
17    31    35     1.503048082475686
17    31    36     1.503048082475585
17    31    37     1.503048082475636
17    31    38     1.50304808247561
17    31    39     1.503048082475614
17    31    40     1.503048082475614
17    32    30     1.503048082471609
17    32    31     1.503048082476839
17    32    32     1.503048082474454
17    32    33     1.503048082475541
17    32    34     1.503048082475051
17    32    35     1.503048082475272
17    32    36     1.503048082475168
17    32    37     1.503048082475224
17    32    38     1.503048082475201
17    32    39     1.503048082475213
17    32    40     1.503048082475208
17    33    30     1.503048082471793
17    33    31     1.503048082477017
17    33    32     1.503048082474638
17    33    33     1.503048082475728
17    33    34     1.503048082475234
17    33    35     1.503048082475462
17    33    36     1.503048082475355
17    33    37     1.503048082475401
17    33    38     1.503048082475382
17    33    39     1.503048082475391
17    33    40     1.503048082475393
17    34    30     1.503048082471705
17    34    31     1.503048082476944
17    34    32     1.503048082474548
17    34    33     1.503048082475645
17    34    34     1.50304808247515
17    34    35     1.50304808247537
17    34    36     1.503048082475284
17    34    37     1.503048082475308
17    34    38     1.503048082475293
17    34    39     1.503048082475309
17    34    40     1.503048082475291
17    35    30     1.503048082471752
17    35    31     1.503048082476988
17    35    32     1.503048082474601
