a b c brian_constant
3 21 15 1.502928247330293
3 21 16 1.502928220235144
3 21 17 1.502928229126007
3 21 18 1.502928226208605
3 21 19 1.502928227165907
3 21 20 1.502928226851782
3 21 21 1.502928226954858
3 21 22 1.502928226921035
3 21 23 1.502928226932134
3 21 24 1.502928226928492
3 21 25 1.502928226929687
3 21 26 1.502928226929295
3 21 27 1.502928226929424
3 21 28 1.502928226929382
3 21 29 1.502928226929395
3 21 30 1.50292822692939
3 21 31 1.502928226929392
3 21 32 1.502928226929391
3 21 33 1.502928226929391
3 21 34 1.502928226929391
3 21 35 1.502928226929391
3 21 36 1.502928226929391
3 21 37 1.502928226929391
3 21 38 1.502928226929391
3 21 39 1.502928226929391
3 21 40 1.502928226929391
3 22 2 6.539316270665561e-28
3 22 3 1.516631872754699
3 22 4 1.498582888142446
3 22 5 1.504345872862904
3 22 6 1.502464978761262
3 22 7 1.503080116128814
3 22 8 1.502878410442487
3 22 9 1.502944570238091
3 22 10 1.502922862861874
3 22 11 1.502929985454444
3 22 12 1.502927648309989
3 22 13 1.502928415203923
3 22 14 1.502928163559621
3 22 15 1.502928246132835
3 22 16 1.502928219037687
3 22 17 1.50292822792855
3 22 18 1.502928225011147
3 22 19 1.502928225968448
3 22 20 1.502928225654324
3 22 21 1.502928225757399
3 22 22 1.502928225723577
3 22 23 1.502928225734675
3 22 24 1.502928225731033
3 22 25 1.502928225732228
3 22 26 1.502928225731836
3 22 27 1.502928225731965
3 22 28 1.502928225731922
3 22 29 1.502928225731936
3 22 30 1.502928225731931
3 22 31 1.502928225731933
3 22 32 1.502928225731933
3 22 33 1.502928225731933
3 22 34 1.502928225731933
3 22 35 1.502928225731933
3 22 36 1.502928225731933
3 22 37 1.502928225731933
3 22 38 1.502928225731933
3 22 39 1.502928225731933
3 22 40 1.502928225731933
3 23 2 6.539316270936482e-28
3 23 3 1.516631873284143
3 23 4 1.498582888655858
3 23 5 1.50434587338101
3 23 6 1.502464979277848
3 23 7 1.50308011664589
3 23 8 1.502878410959404
3 23 9 1.50294457075506
3 23 10 1.502922863378825
3 23 11 1.502929985971402
3 23 12 1.502927648826945
3 23 13 1.502928415720879
3 23 14 1.502928164076576
3 23 15 1.502928246649791
3 23 16 1.502928219554643
3 23 17 1.502928228445505
3 23 18 1.502928225528103
3 23 19 1.502928226485404
3 23 20 1.50292822617128
3 23 21 1.502928226274355
3 23 22 1.502928226240533
3 23 23 1.502928226251631
3 23 24 1.502928226247989
3 23 25 1.502928226249184
3 23 26 1.502928226248792
3 23 27 1.502928226248921
3 23 28 1.502928226248879
3 23 29 1.502928226248893
3 23 30 1.502928226248888
3 23 31 1.50292822624889
3 23 32 1.50292822624889
3 23 33 1.50292822624889
3 23 34 1.50292822624889
3 23 35 1.50292822624889
3 23 36 1.50292822624889
3 23 37 1.50292822624889
3 23 38 1.502928226248889
3 23 39 1.502928226248889
3 23 40 1.502928226248889
3 24 2 6.539316270819524e-28
3 24 3 1.516631873055576
3 24 4 1.498582888434213
3 24 5 1.504345873157338
3 24 6 1.502464979054832
3 24 7 1.503080116422663
3 24 8 1.502878410736246
3 24 9 1.502944570531879
3 24 10 1.502922863155651
3 24 11 1.502929985748225
3 24 12 1.502927648603769
3 24 13 1.502928415497703
3 24 14 1.502928163853401
3 24 15 1.502928246426615
3 24 16 1.502928219331467
3 24 17 1.50292822822233
3 24 18 1.502928225304927
3 24 19 1.502928226262229
3 24 20 1.502928225948105
3 24 21 1.50292822605118
3 24 22 1.502928226017358
3 24 23 1.502928226028456
3 24 24 1.502928226024814
3 24 25 1.502928226026009
3 24 26 1.502928226025617
3 24 27 1.502928226025745
3 24 28 1.502928226025703
3 24 29 1.502928226025717
3 24 30 1.502928226025712
3 24 31 1.502928226025714
3 24 32 1.502928226025713
3 24 33 1.502928226025713
3 24 34 1.502928226025714
3 24 35 1.502928226025713
3 24 36 1.502928226025713
3 24 37 1.502928226025713
3 24 38 1.502928226025714
3 24 39 1.502928226025713
3 24 40 1.502928226025713
3 25 2 6.539316270870015e-28
3 25 3 1.516631873154251
3 25 4 1.498582888529899
3 25 5 1.5043458732539
3 25 6 1.502464979151109
3 25 7 1.503080116519032
3 25 8 1.502878410832585
3 25 9 1.502944570628228
3 25 10 1.502922863251998
3 25 11 1.502929985844573
3 25 12 1.502927648700117
3 25 13 1.502928415594051
3 25 14 1.502928163949748
3 25 15 1.502928246522962
3 25 16 1.502928219427814
3 25 17 1.502928228318677
3 25 18 1.502928225401275
3 25 19 1.502928226358576
3 25 20 1.502928226044452
3 25 21 1.502928226147527
3 25 22 1.502928226113705
3 25 23 1.502928226124803
3 25 24 1.502928226121162
3 25 25 1.502928226122356
3 25 26 1.502928226121965
3 25 27 1.502928226122094
3 25 28 1.502928226122051
3 25 29 1.502928226122065
3 25 30 1.50292822612206
3 25 31 1.502928226122062
3 25 32 1.502928226122061
3 25 33 1.502928226122061
3 25 34 1.502928226122061
3 25 35 1.502928226122061
3 25 36 1.502928226122061
3 25 37 1.502928226122061
3 25 38 1.502928226122061
3 25 39 1.502928226122061
3 25 40 1.502928226122061
3 26 2 6.539316270848216e-28
3 26 3 1.516631873111652
3 26 4 1.498582888488591
3 26 5 1.504345873212213
3 26 6 1.502464979109546
3 26 7 1.503080116477429
3 26 8 1.502878410790994
3 26 9 1.502944570586634
3 26 10 1.502922863210404
3 26 11 1.502929985802979
3 26 12 1.502927648658522
3 26 13 1.502928415552456
3 26 14 1.502928163908154
3 26 15 1.502928246481368
3 26 16 1.502928219386219
3 26 17 1.502928228277083
3 26 18 1.502928225359681
3 26 19 1.502928226316982
3 26 20 1.502928226002858
3 26 21 1.502928226105933
3 26 22 1.502928226072111
3 26 23 1.502928226083208
3 26 24 1.502928226079567
3 26 25 1.502928226080762
3 26 26 1.50292822608037
3 26 27 1.502928226080499
3 26 28 1.502928226080456
3 26 29 1.50292822608047
3 26 30 1.502928226080465
3 26 31 1.502928226080467
3 26 32 1.502928226080466
3 26 33 1.502928226080466
3 26 34 1.502928226080466
3 26 35 1.502928226080466
3 26 36 1.502928226080466
3 26 37 1.502928226080466
3 26 38 1.502928226080467
3 26 39 1.502928226080466
3 26 40 1.502928226080466
3 27 2 6.539316270857625e-28
3 27 3 1.516631873130042
3 27 4 1.498582888506424
3 27 5 1.504345873230209
3 27 6 1.502464979127489
3 27 7 1.50308011649539
3 27 8 1.502878410808949
3 27 9 1.50294457060459
3 27 10 1.50292286322836
3 27 11 1.502929985820935
3 27 12 1.502927648676479
3 27 13 1.502928415570413
3 27 14 1.502928163926111
3 27 15 1.502928246499325
3 27 16 1.502928219404176
3 27 17 1.502928228295039
3 27 18 1.502928225377637
3 27 19 1.502928226334939
3 27 20 1.502928226020815
3 27 21 1.50292822612389
3 27 22 1.502928226090067
3 27 23 1.502928226101165
3 27 24 1.502928226097524
3 27 25 1.502928226098719
3 27 26 1.502928226098327
3 27 27 1.502928226098456
3 27 28 1.502928226098413
3 27 29 1.502928226098427
3 27 30 1.502928226098423
3 27 31 1.502928226098424
3 27 32 1.502928226098424
3 27 33 1.502928226098424
3 27 34 1.502928226098424
3 27 35 1.502928226098424
3 27 36 1.502928226098424
3 27 37 1.502928226098424
3 27 38 1.502928226098424
3 27 39 1.502928226098424
3 27 40 1.502928226098424
3 28 2 6.539316270853565e-28
3 28 3 1.516631873122104
3 28 4 1.498582888498725
3 28 5 1.50434587322244
3 28 6 1.502464979119743
3 28 7 1.503080116487636
3 28 8 1.502878410801198
3 28 9 1.502944570596839
3 28 10 1.50292286322061
3 28 11 1.502929985813183
3 28 12 1.502927648668728
3 28 13 1.502928415562662
3 28 14 1.502928163918359
3 28 15 1.502928246491574
3 28 16 1.502928219396425
3 28 17 1.502928228287288
3 28 18 1.502928225369885
3 28 19 1.502928226327186
3 28 20 1.502928226013063
3 28 21 1.502928226116138
3 28 22 1.502928226082316
3 28 23 1.502928226093414
3 28 24 1.502928226089772
3 28 25 1.502928226090967
3 28 26 1.502928226090575
3 28 27 1.502928226090704
3 28 28 1.502928226090662
3 28 29 1.502928226090675
3 28 30 1.50292822609067
3 28 31 1.502928226090672
3 28 32 1.502928226090672
3 28 33 1.502928226090672
3 28 34 1.502928226090672
3 28 35 1.502928226090672
3 28 36 1.502928226090672
3 28 37 1.502928226090672
3 28 38 1.502928226090672
3 28 39 1.502928226090672
3 28 40 1.502928226090672
3 29 2 6.539316270855321e-28
3 29 3 1.51663187312553
3 29 4 1.498582888502048
3 29 5 1.504345873225794
3 29 6 1.502464979123087
3 29 7 1.503080116490983
3 29 8 1.502878410804544
3 29 9 1.502944570600184
3 29 10 1.502922863223954
3 29 11 1.502929985816529
3 29 12 1.502927648672073
3 29 13 1.502928415566007
3 29 14 1.502928163921705
3 29 15 1.502928246494919
3 29 16 1.50292821939977
3 29 17 1.502928228290633
3 29 18 1.502928225373231
3 29 19 1.502928226330533
3 29 20 1.502928226016409
3 29 21 1.502928226119484
3 29 22 1.502928226085662
3 29 23 1.50292822609676
3 29 24 1.502928226093118
3 29 25 1.502928226094313
3 29 26 1.502928226093921
3 29 27 1.502928226094049
3 29 28 1.502928226094007
3 29 29 1.502928226094021
3 29 30 1.502928226094016
3 29 31 1.502928226094018
3 29 32 1.502928226094018
3 29 33 1.502928226094018
3 29 34 1.502928226094018
3 29 35 1.502928226094018
3 29 36 1.502928226094018
3 29 37 1.502928226094018
3 29 38 1.502928226094018
3 29 39 1.502928226094018
3 29 40 1.502928226094018
3 30 2 6.539316270854563e-28
3 30 3 1.516631873124051
3 30 4 1.498582888500614
3 30 5 1.504345873224346
3 30 6 1.502464979121643
3 30 7 1.503080116489538
3 30 8 1.5028784108031
3 30 9 1.50294457059874
3 30 10 1.502922863222511
3 30 11 1.502929985815085
3 30 12 1.502927648670629
3 30 13 1.502928415564563
3 30 14 1.502928163920261
3 30 15 1.502928246493475
3 30 16 1.502928219398327
3 30 17 1.502928228289189
3 30 18 1.502928225371787
3 30 19 1.502928226329089
3 30 20 1.502928226014964
3 30 21 1.502928226118039
3 30 22 1.502928226084217
3 30 23 1.502928226095315
3 30 24 1.502928226091673
3 30 25 1.502928226092868
3 30 26 1.502928226092476
3 30 27 1.502928226092605
3 30 28 1.502928226092562
3 30 29 1.502928226092576
3 30 30 1.502928226092572
3 30 31 1.502928226092573
3 30 32 1.502928226092573
3 30 33 1.502928226092573
3 30 34 1.502928226092573
3 30 35 1.502928226092573
3 30 36 1.502928226092573
3 30 37 1.502928226092573
3 30 38 1.502928226092573
3 30 39 1.502928226092573
3 30 40 1.502928226092573
3 31 2 6.539316270854887e-28
3 31 3 1.51663187312469
3 31 4 1.498582888501233
3 31 5 1.504345873224972
3 31 6 1.502464979122267
3 31 7 1.503080116490162
3 31 8 1.502878410803724
3 31 9 1.502944570599364
3 31 10 1.502922863223135
3 31 11 1.502929985815709
3 31 12 1.502927648671253
3 31 13 1.502928415565187
3 31 14 1.502928163920884
3 31 15 1.502928246494099
3 31 16 1.50292821939895
3 31 17 1.502928228289813
3 31 18 1.502928225372411
3 31 19 1.502928226329712
3 31 20 1.502928226015588
3 31 21 1.502928226118664
3 31 22 1.502928226084841
3 31 23 1.502928226095939
3 31 24 1.502928226092298
3 31 25 1.502928226093493
3 31 26 1.5029282260931
3 31 27 1.502928226093229
3 31 28 1.502928226093187
3 31 29 1.502928226093201
3 31 30 1.502928226093196
3 31 31 1.502928226093197
3 31 32 1.502928226093197
3 31 33 1.502928226093197
3 31 34 1.502928226093197
3 31 35 1.502928226093197
3 31 36 1.502928226093197
3 31 37 1.502928226093197
3 31 38 1.502928226093197
3 31 39 1.502928226093197
3 31 40 1.502928226093197
3 32 2 6.539316270854746e-28
3 32 3 1.516631873124414
3 32 4 1.498582888500966
3 32 5 1.504345873224702
3 32 6 1.502464979121998
3 32 7 1.503080116489893
3 32 8 1.502878410803454
3 32 9 1.502944570599094
3 32 10 1.502922863222865
3 32 11 1.50292998581544
3 32 12 1.502927648670984
3 32 13 1.502928415564918
3 32 14 1.502928163920615
3 32 15 1.50292824649383
3 32 16 1.502928219398681
3 32 17 1.502928228289545
3 32 18 1.502928225372142
3 32 19 1.502928226329443
3 32 20 1.502928226015319
3 32 21 1.502928226118394
3 32 22 1.502928226084572
3 32 23 1.50292822609567
3 32 24 1.502928226092029
3 32 25 1.502928226093224
3 32 26 1.502928226092831
3 32 27 1.50292822609296
3 32 28 1.502928226092918
3 32 29 1.502928226092932
3 32 30 1.502928226092927
3 32 31 1.502928226092929
3 32 32 1.502928226092928
3 32 33 1.502928226092929
3 32 34 1.502928226092929
3 32 35 1.502928226092929
3 32 36 1.502928226092929
3 32 37 1.502928226092928
3 32 38 1.502928226092929
3 32 39 1.502928226092929
3 32 40 1.502928226092929
3 33 2 6.539316270854812e-28
3 33 3 1.516631873124533
3 33 4 1.498582888501081
3 33 5 1.504345873224818
3 33 6 1.502464979122114
3 33 7 1.503080116490009
3 33 8 1.50287841080357
3 33 9 1.502944570599211
3 33 10 1.502922863222981
3 33 11 1.502929985815555
3 33 12 1.502927648671099
3 33 13 1.502928415565033
3 33 14 1.502928163920731
3 33 15 1.502928246493945
3 33 16 1.502928219398796
3 33 17 1.50292822828966
3 33 18 1.502928225372258
3 33 19 1.502928226329559
3 33 20 1.502928226015435
3 33 21 1.50292822611851
3 33 22 1.502928226084687
3 33 23 1.502928226095785
3 33 24 1.502928226092144
3 33 25 1.502928226093339
3 33 26 1.502928226092946
3 33 27 1.502928226093075
3 33 28 1.502928226093033
3 33 29 1.502928226093047
3 33 30 1.502928226093043
3 33 31 1.502928226093044
3 33 32 1.502928226093043
3 33 33 1.502928226093043
3 33 34 1.502928226093043
3 33 35 1.502928226093043
3 33 36 1.502928226093044
3 33 37 1.502928226093044
3 33 38 1.502928226093044
3 33 39 1.502928226093044
3 33 40 1.502928226093044
3 34 2 6.539316270854783e-28
3 34 3 1.516631873124481
3 34 4 1.498582888501031
3 34 5 1.504345873224768
3 34 6 1.502464979122063
3 34 7 1.503080116489959
3 34 8 1.50287841080352
3 34 9 1.50294457059916
3 34 10 1.502922863222931
3 34 11 1.502929985815505
3 34 12 1.502927648671049
3 34 13 1.502928415564983
3 34 14 1.502928163920681
3 34 15 1.502928246493895
3 34 16 1.502928219398747
3 34 17 1.502928228289609
3 34 18 1.502928225372207
3 34 19 1.502928226329509
3 34 20 1.502928226015385
3 34 21 1.50292822611846
3 34 22 1.502928226084637
3 34 23 1.502928226095736
3 34 24 1.502928226092094
3 34 25 1.502928226093289
3 34 26 1.502928226092897
3 34 27 1.502928226093026
3 34 28 1.502928226092983
3 34 29 1.502928226092997
3 34 30 1.502928226092993
3 34 31 1.502928226092994
3 34 32 1.502928226092994
3 34 33 1.502928226092994
3 34 34 1.502928226092994
3 34 35 1.502928226092994
3 34 36 1.502928226092994
3 34 37 1.502928226092994
3 34 38 1.502928226092994
3 34 39 1.502928226092994
3 34 40 1.502928226092994
3 35 2 6.539316270854795e-28
3 35 3 1.516631873124504
3 35 4 1.498582888501053
3 35 5 1.504345873224789
3 35 6 1.502464979122085
3 35 7 1.50308011648998
3 35 8 1.502878410803542
3 35 9 1.502944570599182
3 35 10 1.502922863222952
3 35 11 1.502929985815527
3 35 12 1.502927648671071
3 35 13 1.502928415565005
3 35 14 1.502928163920702
3 35 15 1.502928246493916
3 35 16 1.502928219398768
3 35 17 1.502928228289631
3 35 18 1.502928225372228
3 35 19 1.50292822632953
3 35 20 1.502928226015406
3 35 21 1.502928226118481
3 35 22 1.502928226084658
3 35 23 1.502928226095757
3 35 24 1.502928226092115
3 35 25 1.50292822609331
3 35 26 1.502928226092918
3 35 27 1.502928226093046
3 35 28 1.502928226093004
3 35 29 1.502928226093018
3 35 30 1.502928226093013
3 35 31 1.502928226093015
3 35 32 1.502928226093015
3 35 33 1.502928226093015
3 35 34 1.502928226093015
3 35 35 1.502928226093014
3 35 36 1.502928226093015
3 35 37 1.502928226093015
3 35 38 1.502928226093014
3 35 39 1.502928226093014
3 35 40 1.502928226093014
3 36 2 6.539316270854784e-28
3 36 3 1.516631873124494
3 36 4 1.498582888501044
3 36 5 1.504345873224781
3 36 6 1.502464979122076
3 36 7 1.503080116489971
3 36 8 1.502878410803533
3 36 9 1.502944570599174
3 36 10 1.502922863222944
3 36 11 1.502929985815519
3 36 12 1.502927648671062
3 36 13 1.502928415564996
3 36 14 1.502928163920694
3 36 15 1.502928246493908
3 36 16 1.50292821939876
3 36 17 1.502928228289623
3 36 18 1.502928225372221
3 36 19 1.502928226329522
3 36 20 1.502928226015398
3 36 21 1.502928226118473
3 36 22 1.502928226084651
3 36 23 1.502928226095749
3 36 24 1.502928226092107
3 36 25 1.502928226093302
3 36 26 1.50292822609291
3 36 27 1.502928226093039
3 36 28 1.502928226092997
3 36 29 1.502928226093011
3 36 30 1.502928226093006
3 36 31 1.502928226093007
3 36 32 1.502928226093007
3 36 33 1.502928226093007
3 36 34 1.502928226093007
3 36 35 1.502928226093007
3 36 36 1.502928226093007
3 36 37 1.502928226093008
3 36 38 1.502928226093007
3 36 39 1.502928226093008
3 36 40 1.502928226093008
3 37 2 6.539316270854794e-28
3 37 3 1.516631873124498
3 37 4 1.498582888501047
3 37 5 1.504345873224784
3 37 6 1.50246497912208
3 37 7 1.503080116489975
3 37 8 1.502878410803536
3 37 9 1.502944570599177
3 37 10 1.502922863222947
3 37 11 1.502929985815522
3 37 12 1.502927648671066
3 37 13 1.502928415565
3 37 14 1.502928163920697
3 37 15 1.502928246493911
3 37 16 1.502928219398762
3 37 17 1.502928228289625
3 37 18 1.502928225372223
3 37 19 1.502928226329524
3 37 20 1.5029282260154
3 37 21 1.502928226118476
3 37 22 1.502928226084653
3 37 23 1.502928226095751
3 37 24 1.50292822609211
3 37 25 1.502928226093305
3 37 26 1.502928226092913
3 37 27 1.502928226093041
3 37 28 1.502928226092999
3 37 29 1.502928226093013
3 37 30 1.502928226093009
3 37 31 1.50292822609301
3 37 32 1.50292822609301
3 37 33 1.502928226093009
3 37 34 1.502928226093009
3 37 35 1.502928226093009
3 37 36 1.502928226093009
3 37 37 1.502928226093009
3 37 38 1.502928226093009
3 37 39 1.502928226093009
3 37 40 1.502928226093009
3 38 2 6.539316270854791e-28
3 38 3 1.516631873124497
3 38 4 1.498582888501046
3 38 5 1.504345873224783
3 38 6 1.502464979122078
3 38 7 1.503080116489973
3 38 8 1.502878410803535
3 38 9 1.502944570599175
3 38 10 1.502922863222945
3 38 11 1.50292998581552
3 38 12 1.502927648671064
3 38 13 1.502928415564998
3 38 14 1.502928163920696
3 38 15 1.50292824649391
3 38 16 1.502928219398762
3 38 17 1.502928228289625
3 38 18 1.502928225372222
3 38 19 1.502928226329524
3 38 20 1.5029282260154
3 38 21 1.502928226118475
3 38 22 1.502928226084652
3 38 23 1.502928226095751
3 38 24 1.502928226092109
3 38 25 1.502928226093304
3 38 26 1.502928226092912
3 38 27 1.50292822609304
3 38 28 1.502928226092998
3 38 29 1.502928226093013
3 38 30 1.502928226093008
3 38 31 1.502928226093009
3 38 32 1.502928226093009
3 38 33 1.502928226093009
3 38 34 1.502928226093009
3 38 35 1.502928226093009
3 38 36 1.502928226093008
3 38 37 1.502928226093008
3 38 38 1.502928226093008
3 38 39 1.502928226093008
3 38 40 1.502928226093008
3 39 2 6.539316270854789e-28
3 39 3 1.516631873124497
3 39 4 1.498582888501047
3 39 5 1.504345873224783
3 39 6 1.502464979122079
3 39 7 1.503080116489974
3 39 8 1.502878410803536
3 39 9 1.502944570599177
3 39 10 1.502922863222947
3 39 11 1.502929985815521
3 39 12 1.502927648671065
3 39 13 1.502928415564999
3 39 14 1.502928163920697
3 39 15 1.502928246493911
3 39 16 1.502928219398762
3 39 17 1.502928228289625
3 39 18 1.502928225372223
3 39 19 1.502928226329524
3 39 20 1.5029282260154
3 39 21 1.502928226118476
3 39 22 1.502928226084653
3 39 23 1.502928226095751
3 39 24 1.50292822609211
3 39 25 1.502928226093304
3 39 26 1.502928226092912
3 39 27 1.502928226093041
3 39 28 1.502928226092998
3 39 29 1.502928226093012
3 39 30 1.502928226093008
3 39 31 1.50292822609301
3 39 32 1.502928226093009
3 39 33 1.502928226093009
3 39 34 1.502928226093009
3 39 35 1.502928226093009
3 39 36 1.502928226093009
3 39 37 1.502928226093009
3 39 38 1.502928226093009
3 39 39 1.50292822609301
3 39 40 1.502928226093009
3 40 2 6.539316270854791e-28
3 40 3 1.516631873124497
3 40 4 1.498582888501047
3 40 5 1.504345873224783
3 40 6 1.502464979122078
3 40 7 1.503080116489973
3 40 8 1.502878410803535
3 40 9 1.502944570599175
3 40 10 1.502922863222946
3 40 11 1.50292998581552
3 40 12 1.502927648671064
3 40 13 1.502928415564998
3 40 14 1.502928163920696
3 40 15 1.50292824649391
3 40 16 1.502928219398762
3 40 17 1.502928228289625
3 40 18 1.502928225372222
3 40 19 1.502928226329524
3 40 20 1.5029282260154
3 40 21 1.502928226118475
3 40 22 1.502928226084652
3 40 23 1.502928226095751
3 40 24 1.502928226092109
3 40 25 1.502928226093304
3 40 26 1.502928226092912
3 40 27 1.502928226093041
3 40 28 1.502928226092998
3 40 29 1.502928226093012
3 40 30 1.502928226093007
3 40 31 1.502928226093009
3 40 32 1.502928226093008
3 40 33 1.502928226093009
3 40 34 1.502928226093008
3 40 35 1.502928226093009
3 40 36 1.502928226093009
3 40 37 1.502928226093009
3 40 38 1.502928226093009
3 40 39 1.502928226093008
3 40 40 1.502928226093008
4 1 2 inf
4 1 3 1.534568291925432
4 1 4 1.503510235773363
4 1 5 1.51881082189153
4 1 6 1.512925301104061
4 1 7 1.515654574365332
4 1 8 1.514496027570426
4 1 9 1.515019537727121
4 1 10 1.514789919942934
4 1 11 1.514892733232235
4 1 12 1.514847139063949
4 1 13 1.514867498293371
4 1 14 1.514858434034407
4 1 15 1.514862479370626
4 1 16 1.514860675341046
4 1 17 1.514861480631966
4 1 18 1.514861121186925
4 1 19 1.514861281704829
4 1 20 1.514861210011642
4 1 21 1.514861242042624
4 1 22 1.514861227729
4 1 23 1.51486123412688
4 1 24 1.514861231266596
4 1 25 1.514861232545597
4 1 26 1.514861231973581
4 1 27 1.514861232229448
4 1 28 1.514861232114981
4 1 29 1.514861232166197
4 1 30 1.514861232143281
4 1 31 1.514861232153535
4 1 32 1.514861232148945
4 1 33 1.514861232150998
4 1 34 1.514861232150081
4 1 35 1.514861232150491
4 1 36 1.514861232150307
4 1 37 1.51486123215039
4 1 38 1.514861232150353
4 1 39 1.514861232150369
4 1 40 1.514861232150362
4 2 2 7.987733000994341e+259
4 2 3 1.518585675430644
4 2 4 1.491706195617379
4 2 5 1.502647063804979
4 2 6 1.497943198045664
4 2 7 1.500001905185229
4 2 8 1.499088310068365
4 2 9 1.499495984893591
4 2 10 1.49931338384765
4 2 11 1.499395307698164
4 2 12 1.49935851452555
4 2 13 1.499375046863938
4 2 14 1.499367616218289
4 2 15 1.499370956473503
4 2 16 1.499369454826703
4 2 17 1.499370129934976
4 2 18 1.49936982641386
4 2 19 1.499369962875126
4 2 20 1.49936990152257
4 2 21 1.499369929106577
4 2 22 1.499369916704831
4 2 23 1.499369922280651
4 2 24 1.499369919773763
4 2 25 1.49936992090086
4 2 26 1.499369920394117
4 2 27 1.499369920621948
4 2 28 1.499369920519516
4 2 29 1.499369920565569
4 2 30 1.499369920544863
4 2 31 1.499369920554173
4 2 32 1.499369920549987
4 2 33 1.499369920551869
4 2 34 1.499369920551023
4 2 35 1.499369920551404
4 2 36 1.499369920551232
4 2 37 1.499369920551309
4 2 38 1.499369920551275
4 2 39 1.49936992055129
4 2 40 1.499369920551284
4 3 2 1.717987368477264e-34
4 3 3 1.523570945608921
4 3 4 1.496545486320019
4 3 5 1.507535495264764
4 3 6 1.502813789257408
4 3 7 1.504879757482483
4 3 8 1.503963102958959
4 3 9 1.504372110151236
4 3 10 1.504188921096324
4 3 11 1.50427110680906
4 3 12 1.504234196520456
4 3 13 1.504250781369184
4 3 14 1.504243327149974
4 3 15 1.504246677995511
4 3 16 1.504245171589307
4 3 17 1.504245848836928
4 3 18 1.504245544354076
4 3 19 1.504245681247712
4 3 20 1.504245619700769
4 3 21 1.504245647372171
4 3 22 1.504245634931133
4 3 23 1.504245640524618
4 3 24 1.504245638009789
4 3 25 1.504245639140456
4 3 26 1.504245638632107
4 3 27 1.504245638860661
4 3 28 1.504245638757903
4 3 29 1.504245638804104
4 3 30 1.504245638783332
4 3 31 1.504245638792671
4 3 32 1.504245638788472
4 3 33 1.50424563879036
4 3 34 1.504245638789511
4 3 35 1.504245638789893
4 3 36 1.504245638789721
4 3 37 1.504245638789798
4 3 38 1.504245638789764
4 3 39 1.504245638789779
4 3 40 1.504245638789772
4 4 2 1.717805161360619e-34
4 4 3 1.521963530489055
4 4 4 1.494985960787955
4 4 5 1.505959736557948
4 4 6 1.501243967070928
4 4 7 1.503307508885622
4 4 8 1.502391879673093
4 4 9 1.502800439654507
4 4 10 1.502617448144197
4 4 11 1.502699545841031
4 4 12 1.502662674927264
4 4 13 1.502679242119361
4 4 14 1.502671795827369
4 4 15 1.502675143111495
4 4 16 1.502673638305862
4 4 17 1.502674314834019
4 4 18 1.502674010674601
4 4 19 1.50267414742283
4 4 20 1.50267408594126
4 4 21 1.50267411358327
4 4 22 1.502674101155447
4 4 23 1.502674106742991
4 4 24 1.502674104230832
4 4 25 1.502674105360299
4 4 26 1.502674104852491
4 4 27 1.502674105080801
4 4 28 1.502674104978152
4 4 29 1.502674105024303
4 4 30 1.502674105003554
4 4 31 1.502674105012883
4 4 32 1.502674105008688
4 4 33 1.502674105010574
4 4 34 1.502674105009726
4 4 35 1.502674105010107
4 4 36 1.502674105009936
4 4 37 1.502674105010013
4 4 38 1.502674105009978
4 4 39 1.502674105009994
4 4 40 1.502674105009986
4 5 2 1.717863463895858e-34
4 5 3 1.522487525946144
4 5 4 1.495494344141134
4 5 5 1.506473422917972
4 5 6 1.501755710356115
4 5 7 1.50382004737648
4 5 8 1.502904081865166
4 5 9 1.50331278859804
4 5 10 1.503129732246905
4 5 11 1.503211858837612
4 5 12 1.503174974996879
4 5 13 1.503191547985978
4 5 14 1.503184099091275
4 5 15 1.503187447544718
4 5 16 1.503185942213567
4 5 17 1.503186618977948
4 5 18 1.503186314712336
4 5 19 1.503186451508306
4 5 20 1.503186390005273
4 5 21 1.503186417656933
4 5 22 1.503186405224771
4 5 23 1.503186410814265
4 5 24 1.503186408301229
4 5 25 1.50318640943109
4 5 26 1.503186408923105
4 5 27 1.503186409151495
4 5 28 1.50318640904881
4 5 29 1.503186409094978
4 5 30 1.503186409074221
4 5 31 1.503186409083553
4 5 32 1.503186409079357
4 5 33 1.503186409081243
4 5 34 1.503186409080395
4 5 35 1.503186409080776
4 5 36 1.503186409080606
4 5 37 1.503186409080683
4 5 38 1.503186409080648
4 5 39 1.503186409080664
4 5 40 1.503186409080656
4 6 2 1.717844518542615e-34
4 6 3 1.522315968103481
4 6 4 1.495327910456402
4 6 5 1.506305247046531
4 6 6 1.501588173466505
4 6 7 1.503652248838193
4 6 8 1.502736394022193
4 6 9 1.503145052441033
4 6 10 1.502962017439535
4 6 11 1.503044134515992
4 6 12 1.503007254932029
4 6 13 1.503023826012177
4 6 14 1.503016377974554
4 6 15 1.503019726042936
4 6 16 1.50301822088484
4 6 17 1.503018897571431
4 6 18 1.50301859334079
4 6 19 1.503018730121038
4 6 20 1.503018668625073
4 6 21 1.503018696273556
4 6 22 1.503018683842822
4 6 23 1.503018689431674
4 6 24 1.503018686918927
4 6 25 1.503018688048658
4 6 26 1.503018687540731
4 6 27 1.503018687769095
4 6 28 1.503018687666422
4 6 29 1.503018687712584
4 6 30 1.50301868769183
4 6 31 1.503018687701161
4 6 32 1.503018687696966
4 6 33 1.503018687698852
